,journal_number,journal_name,journal_name_in_foreign_language_1,journal_name_in_foreign_language_2,journal_name_in_foreign_language_3,scopus_sources,SNIP,CiteScore,SJR,quartile_in_caterory,IF,AIF,quartile_in_caterory_2,if_info_years,InCites_JCR,final_index
2979,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2980,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2981,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2982,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2983,,Sporto mokslas,Sport science,,,,,,,,,,,,,432.0
2984,9,International Journal for Computational Civil and Structural Engineering,,,,,,,,,,,,,,221.0
2985,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2986,,Inžinerinės ir edukacinės technologijos,Engineering and educational technologies,,,,,,,,,,,,,254.0
2987,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2988,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2989,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2990,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2991,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2992,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2993,,Izvestiya SFedU. Engineering Sciences,,,,,,,,,,,,,,840.0
2994,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2995,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2996,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2997,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2998,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
2999,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3000,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3001,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3002,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3003,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3004,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3005,5,Mokslas – Lietuvos ateitis,Science – future of Lithuania: onės inžinerija ir vadyba,strial engineering and management,,,,,,,,,,,,0.0
3006,,Newsletter 4 of EWG ORSDCE,,,,,,,,,,,,,,382.0
3007,10,International Journal of Operations Research (IJOR),,,,,,,,,,,,,,784.0
3008,24,Filosofija. Sociologija,,,,2013,0.36,0.14,0.267,Q3,,,,,,191.0
3009,24,Filosofija. Sociologija,,,,2013,0.36,0.14,0.267,Q3,,,,,,191.0
3010,,Logos,,,,2013,0.124,0.07,0.192,Q3,,,,,,334.0
3011,,Verslo ir teisės aktualijos,Current issues of business and law,,,,,,,,,,,,,1299.0
3012,,Security Dimensions: International & National Studies: No. 10. From Personal to Global Security,,,,,,,,,,,,,,1189.0
3013,,Verslo ir teisės aktualijos,Current issues of business and law,,,,,,,,,,,,,1299.0
3014,,Miscellanea: anthropologica et aociologica,,,,,,,,,,,,,,357.0
3015,28,Synthesis Philosophica,,,,2013,0.366,0.1,0.121,Q3,,,,,,1236.0
3016,,Moteris,,,,,,,,,,,,,,1056.0
3017,12,Environmental and Climate Technologies,,,,2013,0.222,0.04,0.158,Q4,,,,,,178.0
3018,7,World gineering and Technology: onomics and Business Engineering,,,,,,,,,,,,,,462.0
3019,,Šiluminė technika,,,,,,,,,,,,,,1347.0
3020,18,Ekonomika ir vadyba,Economics and management,,,,,,,,,,,,,153.0
3021,,Statyba ir architektūra,,,,,,,,,,,,,,434.0
3022,,Statyba ir architektūra,,,,,,,,,,,,,,434.0
3023,1,Journal of Measurements in Engineering (JME),,,,,,,,,,,,,,266.0
3024,5,Engineering structures and technologies,Statybinės konstrukcijos ir technologijos,,,,,,,,,,,,,167.0
3025,5,Engineering structures and technologies,Statybinės konstrukcijos ir technologijos,,,,,,,,,,,,,167.0
3026,,Philosophical-Theological Reviewer,,,,,,,,,,,,,,1104.0
3027,5,Engineering structures and technologies,Statybinės konstrukcijos ir technologijos,,,,,,,,,,,,,167.0
3028,5,Engineering structures and technologies,Statybinės konstrukcijos ir technologijos,,,,,,,,,,,,,167.0
3029,5,Engineering structures and technologies,Statybinės konstrukcijos ir technologijos,,,,,,,,,,,,,167.0
3030,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
3031,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
3032,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
3033,,Elektros erdvės,,,,,,,,,,,,,,671.0
3034,1,Innovative siness and education,,,,,,,,,,,,,,219.0
3035,,Вісник Національного транспортного університету,,,,,,,,,,,,,,1366.0
3036,4,International review of civil engineering (IRECE),,,,,,,,,,,,,,829.0
3037,25,Minerva biotecnologica: a journal on biotechnology and molecular biology,,,,2013,0.197,0.28,0.14,Q4,0.263,3.361,Q4,2013,SCIE,33.0
3038,25,Tržište,,,,2013,0.0,0.03,0.124,Q4,,,,,,1282.0
3039,15,Laboratorinė medicina,,,,,,,,,,,,,,316.0
3040,1,Entrepreneurial business and economics review (EBER). Modern challenges for business and economy in CEE countries,,,,,,,,,,,,,,685.0
3041,1,Entrepreneurial business and economics review (EBER). Modern challenges for business and economy in CEE countries,,,,,,,,,,,,,,685.0
3042,1,Entrepreneurial business and economics review (EBER). Modern challenges for business and economy in CEE countries,,,,,,,,,,,,,,685.0
3043,1,Entrepreneurial business and economics review (EBER). Modern challenges for business and economy in CEE countries,,,,,,,,,,,,,,685.0
3044,,Iнженерна геодезiя: науково-технiчний збiрник,Engineering geodesy: scientific and technical collectio,,,,,,,,,,,,,841.0
3045,24,Economics and Business: scientific journal of RTU,,,,,,,,,,,,,,148.0
3046,12,Religija ir kultūra,,,,,,,,,,,,,,1144.0
3047,2,Lietuvos kraštovaizdžio įvairovė. Kraštovaizdžio formavimo sprendimai,,,,,,,,,,,,,,981.0
3048,,Труды университета,,,,,,,,,,,,,,483.0
3049,1,Entrepreneurial business and economics review (EBER). Contemporary issues in international economics,,,,,,,,,,,,,,121.0
3050,,Проблемы современного бетона и железобетона: сборник научных трудов,,,,,,,,,,,,,,1394.0
3051,,Проблемы современного бетона и железобетона: сборник научных трудов,,,,,,,,,,,,,,1394.0
3052,24,Inžinerinė ekonomika,Engineering economics,,,2013,0.958,0.84,0.609,Q2,0.771,1.244,Q3,2013,SSCI,836.0
3053,,Vilniaus miestiečiai ir miestų kultūra XVII-XVIII amžiuose: [monografija],,,,,,,,,,,,,,1308.0
3054,3,Taikomoji kalbotyra: mokslo žurnalas,,,,,,,,,,,,,,1239.0
3055,,Iнженерна геодезiя: науково-технiчний збiрник,Engineering geodesy: scientific and technical collectio,,,,,,,,,,,,,841.0
3056,49,Механика композитных материалов,,,,,,,,,,,,,,1379.0
3057,,Bildungswissenschaft auf der Suche nach globaler Identität,Educational sciences in search of global identity,,,,,,,,,,,,,570.0
3058,,Corporate social responsibility and women's entrepreneurship around the mare Balticum,,,,,,,,,,,,,,632.0
3059,200,Sensors and actuators. A-Physical. Selected papers from the 9th international workshop on piezoelectric materials and applications in actuators,,,,2013,1.746,2.53,0.819,Q1,1.943,1.844,Q1,2013,SCIE,422.0
3060,27,Сенсорные системы,,,,,,,,,,,,,,1396.0
3061,17,Lietuvos bendrosios praktikos gydytojas,,,,,,,,,,,,,,317.0
3062,53,Lithuanian mathematical journal,,,,2013,0.614,0.46,0.361,Q3,0.4,0.729,Q4,2013,SCIE,332.0
3063,197,Veterinary parasitology,,,,2013,1.439,2.63,1.262,Q1,2.545,2.275,Q1,2013,SCIE,1302.0
3064,41,IEEE transactions on plasma science,,,,2013,1.084,1.31,0.54,Q2,0.95,2.027,Q3,2013,SCIE,202.0
3065,18,Nonlinear analysis: modelling and control,,,,2013,0.938,1.34,0.48,Q1,0.914,1.437,Q2,2013,SCIE,1074.0
3066,24,Informatica,,,,2013,0.824,1.07,0.351,Q2,0.901,1.347,Q2,2013,SCIE,37.0
3067,,Sporto mokslas,,,,,,,,,,,,,,432.0
3068,57,Procedia engineering,,,,2013,0.459,0.4,0.216,Q3,,,,,,1120.0
3069,56,Engineering structures,,,,2013,2.764,2.69,1.967,Q1,1.767,1.67,Q1,2013,SCIE,167.0
3070,25,Journal of environmental sciences,,,,2013,1.585,2.41,0.884,Q1,1.922,2.892,Q2,2013,SCIE,259.0
3071,18,Nonlinear analysis: modelling and control,,,,2013,0.938,1.34,0.48,Q1,0.914,1.437,Q2,2013,SCIE,1074.0
3072,19,Technological and economic development of economy,Ūkio technologinis ir ekonominis vystymas: Baltic journal on sustainability,,,,,,,,2.818,1.244,Q1,2013,SSCI,443.0
3073,19,Technological and economic development of economy,Ūkio technologinis ir ekonominis vystymas: Baltic journal on sustainability,,,,,,,,2.818,1.244,Q1,2013,SSCI,443.0
3074,19,Technological and economic development of economy,Ūkio technologinis ir ekonominis vystymas: Baltic journal on sustainability,,,,,,,,2.818,1.244,Q1,2013,SSCI,443.0
3075,12,Environmental and climate technologies,,,,2013,0.222,0.04,0.158,Q4,,,,,,178.0
3076,11,Problems and Perspectives in Management,,,,2013,0.165,0.09,0.113,Q4,,,,,,1118.0
3077,2,Journal of security and sustainability issues,,,,2013,0.328,1.08,0.266,Q1,,,,,,298.0
3078,3,Journal of security and sustainability issues,,,,,,,,,,,,,,298.0
3079,1,Entrepreneurship and Sustainability Issues,,,,,,,,,,,,,,174.0
3080,3,Journal of security and sustainability issues,,,,2013,0.328,1.08,0.266,Q1,,,,,,298.0
3081,14,Journal of business economics and management,,,,2013,1.059,1.36,0.578,Q1,0.81,1.448,Q2,2013,SSCI,870.0
3082,15,Journal of vibroengineering,,,,2013,0.889,0.66,0.304,Q2,0.66,2.255,Q3,2013,SCIE,272.0
3083,1,Entrepreneurship and sustainability issues,,,,,,,,,,,,,,174.0
3084,,Corporate social responsibility and women's entrepreneurship around the mare Balticum,,,,,,,,,,,,,,632.0
3085,2013,Recovery of the Baltic States after the global financial crisis: necessity and strategies,,,,,,,,,,,,,,1142.0
3086,12,Environmental engineering and management journal,,,,2013,0.643,1.03,0.306,Q2,1.258,2.892,Q3,2013,SCIE,180.0
3087,41,IEEE transactions on plasma science,,,,2013,1.084,1.31,0.54,Q2,0.95,2.027,Q3,2013,SCIE,202.0
3088,19,Elektronika ir elektrotechnika,,,,2013,0.652,0.53,0.253,Q3,0.445,1.812,Q4,2013,SCIE,164.0
3089,53,Lithuanian journal of physics,,,,2013,0.397,0.65,0.387,Q3,0.456,2.953,Q4,2013,SCIE,990.0
3090,88,"Physical review. E, d soft matter physics",,,,2013,1.239,2.28,1.311,Q1,2.326,1.878,Q1,2013,SCIE,394.0
3091,540,Thin solid films,,,,2013,1.183,2.0,0.814,Q1,1.867,3.063,Q2,2013,SCIE,1267.0
3092,181,"Sensors and actuators. B, Chemical",,,,2013,1.623,4.25,1.261,Q1,3.84,2.677,Q1,2013,SCIE,424.0
3093,113,Journal of applied physics,,,,2013,1.289,2.24,1.155,Q1,2.185,2.945,Q2,2013,SCIE,256.0
3094,123,Acta physica polonica. A,,,,2013,0.564,0.63,0.348,Q3,0.604,2.953,Q4,2013,SCIE,13.0
3095,19,Elektronika ir elektrotechnika,,,,2013,0.652,0.53,0.253,Q3,0.445,1.812,Q4,2013,SCIE,164.0
3096,,Jaunųjų mokslininkų darbai,,,,,,,,,,,,,,255.0
3097,7,Taikomoji ekonomika: sisteminiai tyrimai,Applied Economics: Systematic Research,,,,,,,,,,,,,1238.0
3098,,Social research,Socialiniai tyrimai,,,,,,,,,,,,,208.0
3099,,Jaunųjų mokslininkų darbai,Journal of young scientists,,,,,,,,,,,,,255.0
3100,23,Journal of molecular microbiology and biotechnology,,,,2013,0.541,1.62,0.719,Q2,1.487,3.517,Q3,2013,SCIE,33.0
3101,48,Pediatric neurology,,,,2013,0.948,1.57,0.694,Q2,1.504,2.557,Q3,2013,SCIE,1101.0
3102,51,Journal of molecular neuroscience,,,,2013,0.777,2.63,1.246,Q3,2.757,4.187,Q3,2013,SCIE,917.0
3103,71,Journal of electrostatics,,,,2013,1.448,1.54,0.515,Q2,1.265,1.812,Q2,2013,SCIE,886.0
3104,,Proceedings of the FISITA 2012 World Automotive Congress. Vol. 10: Chassis systems and integration technology,,,,,,,,,,,,,,1122.0
3105,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
3106,8,The Baltic journal of road and bridge engineering,,,,2013,0.9,1.02,0.665,Q2,1.053,1.67,Q2,2013,SCIE,74.0
3107,,Verslo ir teisės aktualijos,Current issues of business and law,,,,,,,,,,,,,1299.0
3108,2,"Lecture Notes in Earth Sciences: seleted best papers from the 2013 International conference on advanced in earth sciences (ICAES 2013), December , 2013, rea",,,,,,,,,,,,,,973.0
3109,2,"Lecture Notes in Earth Sciences: seleted best papers from the 2013 International conference on advanced in earth sciences (ICAES 2013), December , 2013, rea",,,,,,,,,,,,,,973.0
3110,,Technologijos ir menas: tyrimai ir aktualijos,,,,,,,,,,,,,,1245.0
3111,,Viešasis administravimas,Public administration,,,,,,,,,,,,,1305.0
3112,14,Gerontologija,,,,,,,,,,,,,,719.0
3113,,Technologijos ir menas: tyrimai ir aktualijos,Technology and art: research and topicalities,,,,,,,,,,,,,1245.0
3114,1,Computational Science and Techniques. Special Issue for Research Innovations Fundamentals,,,,,,,,,,,,,,104.0
3115,,Klaipėdos architektūra 2013,,,,,,,,,,,,,,309.0
3116,5,Mokslas - Lietuvos ateitis: K. Šešelgio skaitymai - 2013,Science - future of Lithuania: K. Šešelgis Readings - 2013,,,,,,,,,,,,,362.0
3117,,Veidas,,,,,,,,,,,,,,454.0
3118,,Veidas,,,,,,,,,,,,,,454.0
3119,6,Mokslas – Lietuvos ateitis: iacinės technologijos,Science – future of Lithuania: Civil iation technologies,,,,,,,,,,,,,365.0
3120,11,Visuomenės saugumas ir viešoji tvarka (11): mokslinių straipsnių rinkinys,Security of society and public order: proceedings of scientific articles (11),,,,,,,,,,,,,456.0
3121,11,Visuomenės saugumas ir viešoji tvarka (11): mokslinių straipsnių rinkinys,Security of society and public order: proceedings of scientific articles (11),,,,,,,,,,,,,456.0
3122,3,Journal of security and sustainability issues: international entrepreneurial perspectives and innovative outcomes,,,,,,,,,,,,,,298.0
3123,55,Lietuvos matematikos rinkinys: Lietuvos matematikų draugijos darbai,,,,,,,,,,,,,,318.0
3124,590,Molecular crystals and liquid crystals,,,,2014,0.388,0.4,0.232,Q3,0.493,2.28,Q4,2014,SCIE,124.0
3125,15,Verslas: teorija ir praktika,Business: theory and practice,,,2014,0.468,0.3,0.245,Q3,,,,,,1298.0
3126,20,Mechanika,,,,2014,0.545,0.39,0.276,Q4,0.292,1.862,Q4,2014,SCIE,126.0
3127,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
3128,2,Journal of measurements in engineering,,,,,,,,,,,,,,266.0
3129,9,Journal of sustainable architecture and civil engineering,Darnioji architektūra ir statyba,,,,,,,,,,,,,93.0
3130,20,Journal of universal computer science,,,,2014,0.95,0.99,0.381,Q2,0.466,1.284,Q4,2014,SCIE,271.0
3131,13,Environmental engineering and management journal,,,,2014,0.758,0.69,0.327,Q3,1.065,2.954,Q3,2014,SCIE,180.0
3132,11,International Journal of Numerical Analysis & Modeling,,,,2014,0.946,0.95,0.802,Q3,0.817,0.919,Q2,2014,SCIE,232.0
3133,76,Applied acoustics,,,,2014,1.906,1.67,0.705,Q1,1.024,1.741,Q2,2014,SCIE,528.0
3134,37,Journal of thermal stresses,,,,2014,1.157,1.43,0.796,Q2,0.992,2.076,Q3,2014,SCIE,941.0
3135,14,Archives of civil and mechanical engineering,,,,2014,1.64,1.98,0.781,Q1,1.793,2.312,Q1,2014,SCIE,58.0
3136,50,Construction and building materials,,,,2014,2.559,2.98,1.539,Q1,2.296,2.339,Q1,2014,SCIE,118.0
3137,5,Urbanism. Arhitectura. Constructii,Urbanism. Architecture. Constructions,,,,,,,,,,,,,63.0
3138,,Transactions on Engineering Technologies: International MultiConference of Engineers and Computer Scientists 2013,,,,,,,,,,,,,,172.0
3139,21,Environmental science and pollution research,,,,2014,1.212,2.57,0.99,Q1,2.828,2.954,Q1,2014,SCIE,43.0
3140,50,Construction and building materials,,,,2014,2.559,2.98,1.539,Q1,2.296,2.339,Q1,2014,SCIE,118.0
3141,16,Eksploatacja i niezawodność,Maintenance and reliability,,,2014,1.495,1.14,0.434,Q2,0.983,1.404,Q3,2014,SCIE,666.0
3142,39,Automation in Construction,,,,2014,2.597,3.58,1.473,Q1,1.812,1.672,Q1,2014,SCIE,66.0
3143,30,Computers in human behavior,,,,2014,2.335,4.16,1.536,Q1,2.694,2.404,Q1,2014,SSCI,628.0
3144,58,Soil Dynamics and Earthquake Engineering,,,,2014,1.935,1.88,1.294,Q1,1.215,2.009,Q2,2014,SCIE,1205.0
3145,,Statybunaujienos.lt,,,,,,,,,,,,,,1215.0
3146,11,Computer science and information systems (ComSIS),,,,2014,1.097,1.06,0.353,Q2,0.477,1.402,Q4,2014,SCIE,107.0
3147,,Routes,,,,,,,,,,,,,,1165.0
3148,6,Advances in mechanical engineering,,,,2014,0.681,0.63,0.249,Q3,0.575,1.929,Q3,2014,SCIE,30.0
3149,14,Archives of civil and mechanical engineering,,,,2014,1.64,1.98,0.781,Q1,1.793,2.312,Q1,2014,SCIE,58.0
3150,20,Elektronika ir elektrotechnika,,,,2014,0.646,0.66,0.305,Q3,0.561,1.798,Q4,2014,SCIE,164.0
3151,,Structum,,,,,,,,,,,,,,1223.0
3152,,Activity Report 2013,,,,,,,,,,,,,,506.0
3153,3,TEM Journal - formatics,,,,,,,,,,,,,,1237.0
3154,2,Asian Journal of Business and Management (AJBM),,,,,,,,,,,,,,64.0
3155,125,"Acta Physica Polonica A. Proceedings of the 3rd International Congress APMAS2013, April , 2013, rkey",,,,2014,0.58,0.6,0.268,Q3,0.53,2.883,Q4,2014,SCIE,13.0
3156,3,Asian Journal of Applied Science and Engineering (AJASE),,,,,,,,,,,,,,548.0
3157,53,Journal of Apicultural Research,,,,,,,,,1.895,1.416,Q1,2014,SCIE,847.0
3158,15,Journal of business economics and management,,,,2014,0.826,0.93,0.395,Q2,0.723,1.514,Q3,2014,SSCI,870.0
3159,15,Journal of business economics and management,,,,2014,0.826,0.93,0.395,Q2,0.723,1.514,Q3,2014,SSCI,870.0
3160,2014,International Journal of Nuclear Energy,,,,,,,,,,,,,,231.0
3161,9,International mmunications & Control (IJCCC),,,,2014,1.116,0.82,0.348,Q3,0.746,1.849,Q3,2014,SCIE,250.0
3162,20,Mechanika,,,,2014,0.545,0.39,0.276,Q4,0.292,1.862,Q4,2014,SCIE,126.0
3163,6,International Journal of Academic Research (IJAR). Part A. Applied and natural sciences,,,,,,,,,,,,,,51.0
3164,1,Entrepreneurship and sustainability issues,,,,,,,,,,,,,,174.0
3165,1,Entrepreneurship and sustainability issues,,,,,,,,,,,,,,174.0
3166,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
3167,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
3168,,Sapere Aude,,,,,,,,,,,,,,421.0
3169,,Sapere Aude,,,,,,,,,,,,,,421.0
3170,,Sapere Aude,,,,,,,,,,,,,,421.0
3171,,Sapere Aude,,,,,,,,,,,,,,421.0
3172,,Sapere Aude,,,,,,,,,,,,,,421.0
3173,,Sapere Aude,,,,,,,,,,,,,,421.0
3174,,Sapere Aude,,,,,,,,,,,,,,421.0
3175,,Sapere Aude,,,,,,,,,,,,,,421.0
3176,54,Refractories and Industrial Ceramics,,,,2014,0.869,0.14,0.202,Q4,0.125,1.793,Q4,2014,SCIE,408.0
3177,11,International journal of numerical analysis & modeling,,,,2014,0.946,0.95,0.802,Q3,0.817,0.919,Q2,2014,SCIE,232.0
3178,,Architektūros profesorius habilituotas daktaras Konstantinas Jakovlevas-Mateckis: biografinė apybraiža ir bibliografinė rodyklė,,,,,,,,,,,,,,542.0
3179,20,Elektronika ir elektrotechnika,,,,2014,0.646,0.66,0.305,Q3,0.561,1.798,Q4,2014,SCIE,164.0
3180,20,Elektronika ir elektrotechnika,,,,2014,0.646,0.66,0.305,Q3,0.561,1.798,Q4,2014,SCIE,164.0
3181,22,Journal of environmental engineering and landscape management,,,,2014,0.494,0.72,0.244,Q3,0.623,2.954,Q4,2014,SCIE,94.0
3182,22,Journal of environmental engineering and landscape management,,,,2014,0.494,0.72,0.244,Q3,0.623,2.954,Q4,2014,SCIE,94.0
3183,18,International journal of strategic property management,,,,2014,0.722,1.14,0.6,Q2,1.192,1.748,Q3,2014,SSCI,824.0
3184,35,Bioelectromagnetics,,,,2014,1.215,1.79,0.618,Q2,1.705,2.916,Q2,2014,SCIE,575.0
3185,25,Filosofija. Sociologija,,,,2014,0.423,0.23,0.491,Q2,,,,,,191.0
3186,25,Filosofija. Sociologija,,,,2014,0.423,0.23,0.491,Q2,0.333,1.019,Q4,2014,SSCI,191.0
3187,92,Bulletin of Environmental Contamination and Toxicology,,,,2014,0.814,1.36,0.595,Q2,1.255,2.885,Q3,2014,SCIE,592.0
3188,29,Transport,,,,2014,0.977,0.91,0.327,Q2,0.553,1.428,Q4,2014,SCIE,62.0
3189,20,Journal of Universal Computer Science (J.UCS),,,,2014,0.95,0.99,0.381,Q2,0.466,1.284,Q4,2014,SCIE,271.0
3190,20,Technological and economic development of economy,,,,,,,,,1.563,1.283,Q1,2014,SSCI,443.0
3191,20,Technological and economic development of economy,,,,,,,,,1.563,1.283,Q1,2014,SSCI,443.0
3192,20,Technological and economic development of economy,,,,,,,,,1.563,1.283,Q1,2014,SSCI,443.0
3193,20,Technological and economic development of economy,,,,,,,,,1.563,1.283,Q1,2014,SSCI,443.0
3194,15,Verslas: teorija ir praktika,Business: theory and practice,,,2014,0.468,0.3,0.245,Q3,,,,,,1298.0
3195,,Строительные материалы,"Construction materials: доклады конференции ""Нанотехнологии в строительстве""","reports of the VI International conference «Nanotechnologies in construction», 22–24 iro",,,,,,,,,,,,480.0
3196,15,Verslas: teorija ir praktika,Business: theory and practice,,,2014,0.468,0.3,0.245,Q3,,,,,,1298.0
3197,15,Verslas: teorija ir praktika,Business: theory and practice,,,2014,0.468,0.3,0.245,Q3,,,,,,1298.0
3198,15,Verslas: teorija ir praktika,Business: theory and practice,,,2014,0.468,0.3,0.245,Q3,,,,,,1298.0
3199,16,Acta of bioengineering and biomechanics,,,,2014,0.937,1.07,0.43,Q3,0.894,3.155,Q4,2014,SCIE,503.0
3200,20,Elektronika ir elektrotechnika,,,,2014,0.646,0.66,0.305,Q3,0.561,1.798,Q4,2014,SCIE,164.0
3201,67,Informacijos mokslai: mokslo darbai,,,,,,,,,,,,,,215.0
3202,9,The Baltic journal of road and bridge engineering,,,,2014,0.908,0.81,0.374,Q2,0.766,1.696,Q3,2014,SCIE,74.0
3203,,Экономика и социум: электронное научно – практическое периодическое издание,,,,,,,,,,,,,,485.0
3204,9,The Baltic journal of road and bridge engineering,,,,2014,0.908,0.81,0.374,Q2,0.766,1.696,Q3,2014,SCIE,74.0
3205,35,Numerical Functional Analysis and Optimization,,,,2014,0.834,0.7,0.51,Q3,0.591,1.097,Q3,2014,SCIE,1079.0
3206,3,Journal of security and sustainability issues,,,,,,,,,,,,,,298.0
3207,6,International journal of computer theory and engineering,,,,,,,,,,,,,,799.0
3208,,Statyba ir architektūra,,,,,,,,,,,,,,434.0
3209,25,Filosofija. Sociologija,,,,2014,0.423,0.23,0.491,Q2,0.333,1.019,Q4,2014,SSCI,191.0
3210,51,Measurement,,,,2014,1.694,1.89,0.676,Q1,1.484,1.694,Q2,2014,SCIE,23.0
3211,25,Informatica,,,,2014,0.956,1.05,0.492,Q2,0.873,1.33,Q2,2014,SCIE,37.0
3212,1,Žemėtvarka ir hidrotechnika,,,,,,,,,,,,,,1352.0
3213,6,Mokslas – Lietuvos ateitis,Science – future of Lithuania: Verslas XXI amžiuje,Business in XXI Century,,,,,,,,,,,,0.0
3214,6,Mokslas – Lietuvos ateitis,Science – future of Lithuania: Verslas XXI amžiuje,Business in XXI Century,,,,,,,,,,,,0.0
3215,6,Mokslas – Lietuvos ateitis,Science – future of Lithuania: Verslas XXI amžiuje,Business in XXI Century,,,,,,,,,,,,0.0
3216,,Veidas,,,,,,,,,,,,,,454.0
3217,49,Mechanics of composite materials,,,,2014,1.043,0.66,0.416,Q2,0.473,2.337,Q4,2014,SCIE,1022.0
3218,21,Environmental science and pollution research,,,,2014,1.212,2.57,0.99,Q1,2.828,2.954,Q1,2014,SCIE,43.0
3219,20,Elektronika ir elektrotechnika,,,,2014,0.646,0.66,0.305,Q3,0.561,1.798,Q4,2014,SCIE,164.0
3220,6,Mokslas – Lietuvos ateitis,Science – future of Lithuania: Verslas XXI amžiuje,Business in XXI Century,,,,,,,,,,,,0.0
3221,6,Mokslas – Lietuvos ateitis,Science – future of Lithuania: Verslas XXI amžiuje,Business in XXI Century,,,,,,,,,,,,0.0
3222,,Šiluminė technika,,,,,,,,,,,,,,1347.0
3223,21,Ecological Chemistry and Engineering S,Chemia i Inżynieria Ekologiczna S,,,2014,0.486,0.59,0.242,Q3,0.553,2.954,Q4,2014,SCIE,136.0
3224,3,International Journal of Engineering and Innovative Technology.,,,,,,,,,,,,,,779.0
3225,9,Transport problems,Problemy transportu,,,2014,0.58,0.31,0.246,Q3,,,,,,450.0
3226,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
3227,,Veidas: savaitinis žurnalas,,,,,,,,,,,,,,454.0
3228,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
3229,,Logos,,,,2014,0.087,0.03,0.161,Q3,,,,,,334.0
3230,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
3231,20,Journal of civil engineering and management,,,,2014,0.98,1.29,0.529,Q1,1.07,1.696,Q2,2014,SCIE,258.0
